record_id,user_id,food_id,recipe_id,restaurant_id,mood,emotion,weather,season,disease_context,calorie_target,recommended_at,score,reason,status
rec_0000645,user_00017,food_000252,,restaurant_00037,Adventurous,nostalgic,Foggy,Monsoon,,2397.0,2026-07-27T05:15:57.947541+00:00,0.882,Wonder day someone off concern plan accept film effect number activity I determine.,recommended
rec_0000646,user_00011,food_000364,,restaurant_00174,Focused,bored,Seasonal,Autumn,Hypertension,2303.0,2026-07-27T05:15:57.947558+00:00,0.344,Crime find result yourself us buy south product measure guess because road.,skipped
rec_0000647,user_00091,food_000484,recipe_000173,,Cheerful,determined,Snowy,Autumn,Heart Disease,2303.0,2026-07-27T05:15:57.947575+00:00,0.817,Collection affect nature research statement draw amount much agent head.,recommended
rec_0000648,user_00063,food_000388,recipe_000056,,Nostalgic,tired,Dry,New Year,,1615.0,2026-07-27T05:15:57.947592+00:00,0.919,Lawyer fish include field but watch order start early prevent.,recommended
rec_0000649,user_00042,food_000499,,restaurant_00188,Cheerful,pensive,Holiday,Valentine,,1453.0,2026-07-27T05:15:57.947608+00:00,0.318,Early view game maybe last back anything sing over material idea among himself him.,served
rec_0000650,user_00131,food_000411,,restaurant_00077,Spicy,stressed,Cloudy,Spring,,1664.0,2026-07-27T05:15:57.947624+00:00,0.347,Science law standard one this shoulder summer smile finish bill effort by agree PM something.,skipped
rec_0000651,user_00078,food_000039,recipe_000007,restaurant_00115,Energized,anxious,Heatwave,Valentine,,1528.0,2026-07-27T05:15:57.947641+00:00,0.593,Off marriage four agent form itself give administration say team school huge direction as bit.,recommended
rec_0000652,user_00137,food_000229,recipe_000162,,Relaxed,adventurous,Holiday,Berry Season,,1422.0,2026-07-27T05:15:57.947657+00:00,0.445,Determine wide together song adult which pressure memory check member other.,skipped
rec_0000653,user_00006,food_000144,,,Happy,content,Dry,Harvest,,1665.0,2026-07-27T05:15:57.947673+00:00,0.372,Meeting inside easy cost especially realize these attention.,recommended
rec_0000654,user_00093,food_000034,recipe_000006,,Sunny,joyful,Cloudy,Winter,,1626.0,2026-07-27T05:15:57.947688+00:00,0.438,Visit those whom provide body performance play everyone.,skipped
rec_0000655,user_00087,food_000188,,restaurant_00147,Nostalgic,anxious,Rainy,Ramadan,,1700.0,2026-07-27T05:15:57.947704+00:00,0.772,Help thus floor operation through pay much white know operation debate something security.,skipped
rec_0000656,user_00174,food_000119,recipe_000092,,Motivated,anxious,Cloudy,Ramadan,,1557.0,2026-07-27T05:15:57.947720+00:00,0.79,Issue customer Republican wait decision effect time read once.,recommended
rec_0000657,user_00184,food_000284,recipe_000117,,Happy,relieved,Breezy,Eid,,1845.0,2026-07-27T05:15:57.947737+00:00,0.645,Indeed tough Mrs bill black similar finish there easy service choose quality that.,recommended
rec_0000658,user_00169,food_000040,,,Spicy,excited,Seasonal,Warm Weather,,2334.0,2026-07-27T05:15:57.947753+00:00,0.744,Art her choice two along keep organization number language.,skipped
rec_0000659,user_00011,food_000143,recipe_000058,,Comforting,calm,Holiday,Valentine,,2426.0,2026-07-27T05:15:57.947770+00:00,0.583,Ever vote show along stock sort ok far save hear trade seven.,served
rec_0000660,user_00166,food_000378,recipe_000186,,Romantic,lonely,Seasonal,Winter,,2585.0,2026-07-27T05:15:57.947785+00:00,0.754,General difference yet stage size class modern think professional old window statement.,bookmarked
rec_0000661,user_00187,food_000347,,restaurant_00028,Comforting,determined,Monsoon,Navratri,,1794.0,2026-07-27T05:15:57.947801+00:00,0.926,Soldier recently beyond direction bad budget charge tree trip sit especially possible attention contain.,served
rec_0000662,user_00197,food_000277,recipe_000062,restaurant_00185,Adventurous,melancholic,Cold,Valentine,,1791.0,2026-07-27T05:15:57.947817+00:00,0.829,Night child clear food dream case entire nothing million thank expect whole risk still stage.,skipped
rec_0000663,user_00115,food_000042,recipe_000081,,Cozy,nostalgic,Heatwave,Navratri,,2334.0,2026-07-27T05:15:57.947834+00:00,0.306,Around not trial policy light our often capital from read prove style.,served
rec_0000664,user_00190,food_000240,recipe_000020,restaurant_00051,Motivated,lonely,Foggy,Festive,Digestive Disorder,2109.0,2026-07-27T05:15:57.947852+00:00,0.548,Myself husband main hour none will may who place daughter task but billion movement.,bookmarked
rec_0000665,user_00185,food_000173,recipe_000173,,Nostalgic,energetic,Rainy,Back to School,,2457.0,2026-07-27T05:15:57.947869+00:00,0.789,Music question author special this from smile check story key group player pass.,recommended
rec_0000666,user_00117,food_000240,recipe_000129,restaurant_00138,Sweet,determined,Humid,Citrus Season,,1677.0,2026-07-27T05:15:57.947886+00:00,0.973,Alone third why into should shoulder form dream for agree look product bank security brother tree.,served
rec_0000667,user_00196,food_000474,,,Adventurous,curious,Sunny,Valentine,Kidney Disease,2035.0,2026-07-27T05:15:57.947902+00:00,0.641,Break three language statement they weight source skin far his.,served
rec_0000668,user_00032,food_000401,,,Motivated,stressed,Monsoon,Cold Weather,,1972.0,2026-07-27T05:15:57.947918+00:00,0.365,Police color four very challenge teacher should tough need.,served
rec_0000669,user_00178,food_000160,recipe_000105,,Peaceful,confident,Foggy,Valentine,Thyroid,1658.0,2026-07-27T05:15:57.947934+00:00,0.831,Of single factor attention start big hotel join from hair bad five reason simply use glass.,bookmarked
rec_0000670,user_00128,food_000031,recipe_000145,restaurant_00121,Relaxed,calm,Sunny,Autumn,,2354.0,2026-07-27T05:15:57.947951+00:00,0.837,Successful cell on rule although thus ball establish give.,skipped
rec_0000671,user_00063,food_000081,,restaurant_00178,Nostalgic,curious,Cool,New Year,,1459.0,2026-07-27T05:15:57.947966+00:00,0.62,Arrive top late practice themselves page crime least society challenge different thought authority visit money share.,skipped
rec_0000672,user_00079,food_000431,,,Peaceful,inspired,Festive,Ramadan,,1925.0,2026-07-27T05:15:57.947983+00:00,0.714,Blue art air finish office story report during well operation box tax term discover vote.,served
rec_0000673,user_00194,food_000110,recipe_000015,,Calm,grateful,Windy,Back to School,,2424.0,2026-07-27T05:15:57.948000+00:00,0.944,Tough worker avoid officer fill cold method radio official respond even law image through she.,skipped
rec_0000674,user_00067,food_000207,recipe_000042,,Comfort,adventurous,Heatwave,Autumn,Digestive Disorder,1792.0,2026-07-27T05:15:57.948019+00:00,0.341,Before design our television avoid scene play per.,recommended
rec_0000675,user_00197,food_000148,,,Festive,stressed,Misty,Eid,Kidney Disease,1655.0,2026-07-27T05:15:57.948036+00:00,0.415,Responsibility usually know pressure house your involve southern accept his.,bookmarked
rec_0000676,user_00153,food_000042,recipe_000122,,Calm,content,Stormy,Back to School,,1716.0,2026-07-27T05:15:57.948052+00:00,0.544,Tax report do add feel can feeling step.,recommended
rec_0000677,user_00175,food_000241,,restaurant_00177,Cheerful,bored,Misty,Monsoon,,1717.0,2026-07-27T05:15:57.948069+00:00,0.442,Mother than clear sister report individual serious once treat argue.,served
rec_0000678,user_00087,food_000133,,,Sweet,satisfied,Sunny,Citrus Season,Thyroid,1423.0,2026-07-27T05:15:57.948084+00:00,0.637,Any treat world site reveal news statement tell.,skipped
rec_0000679,user_00189,food_000206,recipe_000053,,Energized,stressed,Snowy,Festive,Lactose Intolerance,2033.0,2026-07-27T05:15:57.948101+00:00,0.483,Catch put dog officer development fast voice stock develop instead board quite paper guy.,recommended
rec_0000680,user_00113,food_000335,recipe_000063,restaurant_00094,Social,lonely,Foggy,Monsoon,,2269.0,2026-07-27T05:15:57.948118+00:00,0.383,Get bill reason role according usually a her service animal I yet word region once me.,recommended
rec_0000681,user_00028,food_000494,recipe_000172,restaurant_00147,Savory,adventurous,Foggy,Monsoon,,1574.0,2026-07-27T05:15:57.948135+00:00,0.668,Join now table include poor gas executive article news hope.,bookmarked
rec_0000682,user_00081,food_000108,recipe_000199,restaurant_00082,Spicy,anxious,Misty,Summer Vacation,Lactose Intolerance,2155.0,2026-07-27T05:15:57.948152+00:00,0.341,Role cell something product soldier reveal structure environment which believe and one else.,served
rec_0000683,user_00070,food_000436,recipe_000169,,Energized,hopeful,Dry,Monsoon,Arthritis,2158.0,2026-07-27T05:15:57.948169+00:00,0.709,Environmental six really southern suggest bed establish wear need might life brother traditional kitchen remain modern.,bookmarked
rec_0000684,user_00131,food_000029,recipe_000172,restaurant_00161,Cheerful,determined,Humid,Summer Vacation,,2088.0,2026-07-27T05:15:57.948186+00:00,0.319,Build success learn week somebody movie bill of her person feeling child loss subject experience trade.,recommended
rec_0000685,user_00081,food_000024,recipe_000184,restaurant_00023,Sweet,curious,Breezy,Harvest,,2003.0,2026-07-27T05:15:57.948203+00:00,0.929,Note participant phone pressure assume light professor single left skill throw suddenly conference through table rise.,bookmarked
rec_0000686,user_00047,food_000144,recipe_000122,,Happy,content,Cool,Valentine,,1941.0,2026-07-27T05:15:57.948219+00:00,0.848,Stop here above task action deal window goal.,skipped
rec_0000687,user_00009,food_000157,recipe_000014,,Comfort,playful,Holiday,Cold Weather,,1677.0,2026-07-27T05:15:57.948234+00:00,0.569,Enter forget heart improve feel theory including education today lawyer short thousand whole.,recommended
rec_0000688,user_00033,food_000492,recipe_000118,,Comforting,pensive,Dry,Ramadan,,1866.0,2026-07-27T05:15:57.948250+00:00,0.842,Community loss account challenge term local white.,bookmarked
rec_0000689,user_00167,food_000444,,restaurant_00006,Sweet,calm,Snowy,Autumn,Liver Health,1920.0,2026-07-27T05:15:57.948266+00:00,0.317,Attack assume population mean discover own three argue feeling control enough.,skipped
rec_0000690,user_00093,food_000130,recipe_000091,restaurant_00155,Cozy,melancholic,Cloudy,Thanksgiving,Liver Health,1855.0,2026-07-27T05:15:57.948287+00:00,0.398,Positive toward cover find sport important face site tend approach.,bookmarked
rec_0000691,user_00120,food_000016,recipe_000037,,Adventurous,stressed,Windy,Ramadan,,1654.0,2026-07-27T05:15:57.948310+00:00,0.773,Measure teacher amount may level contain a note herself current.,served
rec_0000692,user_00056,food_000068,,restaurant_00060,Sweet,adventurous,Stormy,Citrus Season,,2487.0,2026-07-27T05:15:57.948330+00:00,0.478,Trouble usually activity onto within fast evening say sing structure little book hot open entire.,bookmarked
rec_0000693,user_00040,food_000236,recipe_000092,,Calm,confident,Cloudy,Ramadan,,1941.0,2026-07-27T05:15:57.948346+00:00,0.693,Policy morning degree follow employee hour bring cell decide.,bookmarked
rec_0000694,user_00087,food_000475,recipe_000155,restaurant_00091,Savory,stressed,Breezy,Summer Vacation,,1754.0,2026-07-27T05:15:57.948363+00:00,0.61,Result order property leg become let follow civil under fact tax science.,skipped
rec_0000695,user_00186,food_000056,recipe_000074,restaurant_00169,Adventurous,serene,Windy,Summer Vacation,,1697.0,2026-07-27T05:15:57.948379+00:00,0.943,Throw reach stage exactly kid moment trial herself poor enter catch business.,bookmarked
rec_0000696,user_00007,food_000083,,restaurant_00101,Adventurous,optimistic,Misty,Autumn,,1954.0,2026-07-27T05:15:57.948395+00:00,0.79,After happy name office main item professional actually yet general avoid together weight statement race might.,bookmarked
rec_0000697,user_00011,food_000143,recipe_000100,,Comforting,calm,Cloudy,Festive,,1873.0,2026-07-27T05:15:57.948412+00:00,0.648,Today agent production drug across scene accept key.,served
rec_0000698,user_00005,food_000180,,,Adventurous,lonely,Festive,Festive,Kidney Disease,1997.0,2026-07-27T05:15:57.948427+00:00,0.769,Prepare white trade trouble industry suddenly employee yourself sit herself modern by your.,bookmarked
rec_0000699,user_00151,food_000183,,restaurant_00135,Adventurous,serene,Thunderstorm,Ramadan,,1958.0,2026-07-27T05:15:57.948444+00:00,0.426,Product fill several success end assume night style play.,skipped
rec_0000700,user_00082,food_000358,,restaurant_00059,Motivated,bored,Snowy,Back to School,,1842.0,2026-07-27T05:15:57.948461+00:00,0.719,Other near probably watch consumer fast oil grow onto condition play.,skipped
rec_0000701,user_00021,food_000423,recipe_000031,,Adventurous,playful,Sunny,Ramadan,,1738.0,2026-07-27T05:15:57.948477+00:00,0.347,Everyone hotel second state place dream knowledge call meeting still ability.,skipped
rec_0000702,user_00161,food_000321,,restaurant_00134,Sunny,determined,Holiday,Christmas,,2103.0,2026-07-27T05:15:57.948493+00:00,0.449,Election newspaper guy guy fall prepare large stop deal.,recommended
rec_0000703,user_00018,food_000185,recipe_000122,,Comfort,stressed,Humid,Winter,,2545.0,2026-07-27T05:15:57.948509+00:00,0.434,Lead fight approach life money none perhaps.,recommended
rec_0000704,user_00057,food_000016,recipe_000146,restaurant_00014,Happy,tired,Dry,New Year,,1866.0,2026-07-27T05:15:57.948526+00:00,0.373,Away activity rest happy even reason writer company especially skin design support you reason lawyer.,skipped
rec_0000705,user_00157,food_000244,recipe_000071,restaurant_00190,Nostalgic,grateful,Warm,Spring,,1727.0,2026-07-27T05:15:57.948545+00:00,0.772,Point sea data everybody begin partner case fine law tax weight response food compare goal.,recommended
rec_0000706,user_00172,food_000468,recipe_000156,restaurant_00179,Comfort,grateful,Snowy,Thanksgiving,,1437.0,2026-07-27T05:15:57.948562+00:00,0.3,Actually break you free catch available from inside.,served
rec_0000707,user_00121,food_000078,,restaurant_00161,Happy,excited,Humid,Autumn,,1971.0,2026-07-27T05:15:57.948579+00:00,0.54,Newspaper result evidence really long their since.,skipped
rec_0000708,user_00153,food_000330,recipe_000146,,Energized,anxious,Stormy,Harvest,Anemia,2456.0,2026-07-27T05:15:57.948595+00:00,0.798,Treatment avoid need us work us as three admit chance race writer.,bookmarked
rec_0000709,user_00030,food_000236,,restaurant_00008,Social,hopeful,Dry,Winter,,2528.0,2026-07-27T05:15:57.948611+00:00,0.663,Without former low would drop financial it rise how name perform painting price.,served
rec_0000710,user_00112,food_000443,,restaurant_00018,Motivated,relaxed,Sunny,Festive,,1972.0,2026-07-27T05:15:57.948627+00:00,0.384,Check point dinner likely be system and thousand it conference follow body long.,skipped
rec_0000711,user_00007,food_000025,recipe_000161,restaurant_00127,Comforting,grateful,Monsoon,Navratri,,2508.0,2026-07-27T05:15:57.948646+00:00,0.533,Wrong people enter available particular attorney past modern memory place different crime work town possible.,served
rec_0000712,user_00151,food_000174,recipe_000025,,Energized,adventurous,Festive,Back to School,PCOS,2200.0,2026-07-27T05:15:57.948664+00:00,0.584,Scene step still yourself this share miss item yard common fear action major when instead.,bookmarked
