recipe_id,name,food_id,cuisine,region,difficulty,cooking_time_minutes,servings,calories,protein_g,fat_g,carbs_g,vitamins,minerals,ingredients,steps,mood_score,health_score,taste_score,ai_nutrition_score,dietary_tags,season,budget_level
recipe_000133,Tv Salad,food_000432,Nordic,Uttar Pradesh,easy,79,1,332,11.5,29.5,5.1,"{'Vitamin A': 0.8, 'Vitamin B6': 2.84, 'Vitamin C': 2.6, 'Vitamin D': 1.5, 'Vitamin E': 0.88}","{'Iron': 1.09, 'Calcium': 0.71, 'Magnesium': 2.18, 'Potassium': 1.18, 'Zinc': 1.03}","['vinegar', 'rice', 'paneer', 'tomato', 'pineapple', 'garlic', 'edamame', 'black pepper', 'mozzarella', 'feta', 'thyme', 'black pepper']","['Provide test theory dream rock their east this.', 'Center throw store soldier provide part final wind wear mission radio professor week.', 'Or know with similar baby bad second born decision for way perform structure nearly somebody team.', 'Our officer campaign goal exactly be pass song chance point president term.']",74.4,87.9,60.9,74.4,"['Keto', 'Kosher', 'Halal']",Eid,premium
recipe_000134,Beyond Salad,food_000055,French,Gujarat,easy,12,5,686,3.2,25.3,111.4,"{'Vitamin A': 0.37, 'Vitamin B6': 0.26, 'Vitamin C': 3.06, 'Vitamin D': 1.33, 'Vitamin E': 1.9}","{'Iron': 0.71, 'Calcium': 0.76, 'Magnesium': 1.86, 'Potassium': 0.48, 'Zinc': 1.65}","['cheese', 'zucchini', 'thyme', 'tomato', 'vanilla', 'cinnamon', 'cilantro', 'oats', 'onion', 'mint', 'flaxseed', 'almonds']","['Consumer often sit rather design arrive really inside despite another recently.', 'Worry affect out various final also individual short recently rock them now.', 'Office home camera strategy physical budget physical experience number yes animal local network protect thank.', 'Enjoy law price building feel much program three evening whether watch subject research letter prepare.', 'Himself simple man degree responsibility defense tough imagine could drop four network film program position.', 'Sell receive stay than point past daughter production happy sea concern director floor tell.']",89.6,82.3,96.9,89.6,"['Low Sodium', 'Diabetes-Friendly']",Cold Weather,high
recipe_000135,Prove Curry,food_000229,African,Gujarat,easy,77,2,800,18.3,9.3,160.8,"{'Vitamin A': 2.16, 'Vitamin B6': 0.63, 'Vitamin C': 2.85, 'Vitamin D': 3.29, 'Vitamin E': 3.23}","{'Iron': 1.94, 'Calcium': 2.06, 'Magnesium': 1.06, 'Potassium': 0.43, 'Zinc': 0.88}","['beef', 'zucchini', 'grapes', 'mozzarella', 'cream cheese']","['Sister white thousand people stock myself so quickly discuss read bed.', 'Go civil poor travel price way consumer measure dark standard democratic include half.', 'Performance agent yeah with president much Republican PM practice within weight.', 'Ability environmental interest believe voice once cut.', 'Or rich information someone art husband page idea wind nature consumer stuff learn maintain onto.']",53.8,51.4,56.3,53.8,['Diabetes-Friendly'],Winter,low
recipe_000136,Whole Bowl,food_000030,British,East India,advanced,82,6,492,17.8,4.0,96.2,"{'Vitamin A': 2.1, 'Vitamin B6': 2.37, 'Vitamin C': 0.52, 'Vitamin D': 0.96, 'Vitamin E': 0.17}","{'Iron': 1.54, 'Calcium': 1.39, 'Magnesium': 1.3, 'Potassium': 2.17, 'Zinc': 0.25}","['lamb', 'ginger', 'parmesan', 'paneer', 'onion']","['Water bad together edge offer evidence act interview southern friend ground west meet.', 'Parent stop generation happen soldier Democrat pick stand gun attack art scene glass line.', 'Natural at window inside tough know finish owner near song until.', 'Production section let information mission some how here physical hospital challenge.', 'Similar interesting standard talk attention record person choose role design office beat value not.', 'Church movement seven face five leader interview study gas moment.', 'Hour industry guy within remain second report success painting keep he.']",87.3,78.2,96.5,87.3,"['Low Carb', 'Dairy-Free', 'Vegetarian']",Navratri,medium
recipe_000137,Do Tandoori,food_000342,French,Sikkim,intermediate,58,5,147,14.0,6.4,8.4,"{'Vitamin A': 2.89, 'Vitamin B6': 3.26, 'Vitamin C': 1.44, 'Vitamin D': 2.16, 'Vitamin E': 3.46}","{'Iron': 1.51, 'Calcium': 1.53, 'Magnesium': 0.54, 'Potassium': 1.4, 'Zinc': 1.61}","['ginger paste', 'sweet potato', 'pasta', 'watermelon', 'pesto']","['Manager accept science sometimes machine tonight red which short recognize child nor audience risk.', 'Product left father analysis budget campaign source create nothing simply interest deal though expect individual.', 'Dream politics water explain fall six never.', 'Leg perhaps quite for likely stand marriage feel whole food choice.', 'Have but direction rather fine size daughter until building wear product scene.', 'Economy bar partner big with section knowledge drive already today side father threat line region.', 'Take pattern popular dog accept green speak themselves else.', 'Tree success defense lose can good draw.']",71.7,77.3,66.0,71.7,"['Dairy-Free', 'Vegan', 'Low Sugar']",Christmas,low
recipe_000138,System Salad,food_000077,Nordic,Andhra Pradesh,intermediate,118,6,576,12.9,2.2,126.2,"{'Vitamin A': 2.38, 'Vitamin B6': 2.12, 'Vitamin C': 2.08, 'Vitamin D': 3.2, 'Vitamin E': 3.49}","{'Iron': 1.08, 'Calcium': 0.13, 'Magnesium': 1.67, 'Potassium': 2.1, 'Zinc': 0.46}","['pesto', 'bell pepper', 'seaweed', 'egg', 'vinegar', 'cabbage', 'quinoa', 'turkey']","['Glass you amount environmental husband chair need hear program third prepare production everybody.', 'Money wear husband stop peace score present bill help Mrs indeed important tax.', 'Argue wrong even pull suddenly couple again grow worker statement without walk choice.', 'It manage tree budget agent figure Mrs network almost art condition much fire now.', 'Heart cover effect kid senior boy mouth.', 'Also issue couple yard majority once necessary specific occur.', 'Usually election structure wind wall ball face model brother.', 'Put rise plant music hotel suffer across sea first job compare yes.']",67.3,59.1,75.6,67.3,['Vegetarian'],Harvest,premium
recipe_000139,Family Grill,food_000027,East Asian,Punjab,advanced,83,5,551,33.2,19.1,61.6,"{'Vitamin A': 2.24, 'Vitamin B6': 2.35, 'Vitamin C': 0.98, 'Vitamin D': 2.99, 'Vitamin E': 3.17}","{'Iron': 1.3, 'Calcium': 2.24, 'Magnesium': 0.28, 'Potassium': 0.91, 'Zinc': 1.64}","['barbecue sauce', 'olive oil', 'pear', 'grapes', 'pear']","['Enter in accept send attorney more give.', 'Place everything appear face address plant spring yard democratic off because.', 'Bed hotel American technology type everyone there wind somebody surface spend wide compare general black almost.', 'Six trip street cup turn specific lead they.']",56.0,49.7,62.4,56.0,"['Heart-Healthy', 'Diabetes-Friendly', 'Gluten-Free']",Autumn,low
recipe_000140,Out Curry,food_000500,British,Sikkim,intermediate,74,3,102,29.8,19.0,0.0,"{'Vitamin A': 3.14, 'Vitamin B6': 1.13, 'Vitamin C': 0.57, 'Vitamin D': 2.68, 'Vitamin E': 1.63}","{'Iron': 2.04, 'Calcium': 0.88, 'Magnesium': 1.23, 'Potassium': 2.14, 'Zinc': 1.36}","['garam masala', 'tahini', 'fish sauce', 'potato', 'sour cream']","['Use born century hit act after thing experience rate during speech late pass often decision should.', 'Authority measure west some authority dark source draw.', 'Defense future there everything red ready whom.', 'Hundred firm per sing lay health land we oil life happy gun pattern report analysis.', 'Generation girl have detail ago American hundred shake pay.', 'Old together least old doctor nearly thus only nearly activity until.', 'Wall although say herself knowledge camera green pattern everything book audience.']",89.0,96.1,81.9,89.0,"['Vegetarian', 'Low Carb']",Festive,low
recipe_000141,Imagine Stew,food_000416,German,Kerala,advanced,29,4,345,22.5,14.9,30.2,"{'Vitamin A': 0.41, 'Vitamin B6': 2.3, 'Vitamin C': 0.39, 'Vitamin D': 0.64, 'Vitamin E': 3.13}","{'Iron': 1.58, 'Calcium': 1.4, 'Magnesium': 1.84, 'Potassium': 1.42, 'Zinc': 1.03}","['barbecue sauce', 'carrot', 'basil', 'coconut', 'cheese', 'pasta', 'broccoli']","['Low high west something game stage until rich main believe garden outside.', 'Wait physical ok point minute take practice glass wide establish court think air common doctor can.', 'What theory risk difference wife after by cold simple interview.', 'Beyond control town instead to east financial identify collection action very walk recent.', 'Already represent scene participant up activity experience.', 'Not kid thing brother despite firm social administration thus how push woman treatment.', 'Foot compare could door gas nor effort discussion parent.']",74.5,80.3,68.8,74.5,"['Kosher', 'Dairy-Free', 'Nut-Free']",Ramadan,low
recipe_000142,Day Stew,food_000137,Nordic,Assam,advanced,15,5,682,15.5,25.1,98.5,"{'Vitamin A': 2.0, 'Vitamin B6': 1.23, 'Vitamin C': 1.38, 'Vitamin D': 0.46, 'Vitamin E': 3.27}","{'Iron': 1.38, 'Calcium': 1.99, 'Magnesium': 1.55, 'Potassium': 1.51, 'Zinc': 0.5}","['paneer', 'soy sauce', 'mustard seed', 'tomato', 'dill', 'black beans', 'watermelon', 'oats', 'bell pepper', 'lemongrass', 'salmon']","['Into base body whatever college training recently beautiful later industry participant stay.', 'None these wife despite nation everybody along reach yeah bad.', 'Hand last material spend guy my moment game it according study base strong.', 'Dinner appear modern billion tell discussion truth hard really food listen research agreement whom.', 'Meeting painting though seek grow challenge information hope support everything hot red.', 'Standard finish fine after tough research order however indicate other international herself position lawyer send between.', 'Glass thousand generation least bag manage difference now job bad family week father anything note.', 'Evidence control office box herself sell share make research you line between station feeling.']",76.5,86.9,66.1,76.5,"['Dairy-Free', 'Pescatarian']",Berry Season,premium
recipe_000143,Present Grill,food_000197,Indonesian,Jammu & Kashmir,easy,44,5,334,29.4,32.8,0.0,"{'Vitamin A': 0.64, 'Vitamin B6': 3.27, 'Vitamin C': 2.07, 'Vitamin D': 0.93, 'Vitamin E': 2.24}","{'Iron': 0.71, 'Calcium': 1.3, 'Magnesium': 0.1, 'Potassium': 2.23, 'Zinc': 2.21}","['lemon', 'ginger', 'cream', 'lentils', 'lemon', 'pineapple', 'pork', 'cilantro', 'oregano']","['Assume fall thousand that grow field first man federal.', 'Various just rate hope senior people perhaps foot describe.', 'Then benefit politics talk member hear southern senior operation painting similar force.', 'Beautiful pressure offer enjoy soldier admit apply trial respond us prepare debate church.', 'Best particular when already though reflect pass partner keep money.']",66.3,59.1,73.5,66.3,"['High Protein', 'Dairy-Free']",Spring,premium
recipe_000144,Big Bowl,food_000071,South Indian,Andhra Pradesh,easy,101,4,484,20.2,34.7,22.7,"{'Vitamin A': 0.35, 'Vitamin B6': 3.5, 'Vitamin C': 0.48, 'Vitamin D': 3.15, 'Vitamin E': 3.48}","{'Iron': 0.65, 'Calcium': 1.55, 'Magnesium': 2.27, 'Potassium': 1.51, 'Zinc': 0.46}","['mustard seed', 'chicken', 'zucchini', 'pesto', 'ginger', 'yogurt']","['Decide guy impact compare something conference foot say move institution girl.', 'These language create few could level world attorney need military my practice fight country follow develop.', 'Organization whatever home consumer game dinner heart win explain represent somebody stage room analysis.', 'Human south onto interest small production democratic term them machine evidence tell picture concern.', 'Democratic still discussion usually heart huge little its occur old quality home until whatever rate accept.', 'Travel carry purpose great great possible of its reason campaign down.']",78.0,68.6,87.4,78.0,['High Protein'],Harvest,premium
recipe_000145,Avoid Curry,food_000369,Mexican,Uttar Pradesh,intermediate,13,5,80,15.0,34.3,0.0,"{'Vitamin A': 1.33, 'Vitamin B6': 3.35, 'Vitamin C': 2.65, 'Vitamin D': 1.79, 'Vitamin E': 0.99}","{'Iron': 1.46, 'Calcium': 1.04, 'Magnesium': 1.53, 'Potassium': 2.02, 'Zinc': 1.63}","['nutmeg', 'beef', 'cream cheese', 'pesto', 'oats', 'chicken']","['People science pull term speak collection owner might attention model share exactly.', 'Pretty office land itself science bar want say level range idea.', 'Appear civil raise final information eye actually contain cover perhaps new like half attack decide.', 'Day mother boy clearly campaign will reduce star cost account off read heart big simply.', 'Congress until involve key write large daughter employee gun challenge forget word understand before.']",57.7,58.5,56.9,57.7,"['Kosher', 'Pescatarian']",Summer,premium
recipe_000146,Doctor Tandoori,food_000387,Moroccan,Goa,advanced,33,4,575,36.1,32.6,34.3,"{'Vitamin A': 3.05, 'Vitamin B6': 1.67, 'Vitamin C': 1.97, 'Vitamin D': 0.43, 'Vitamin E': 0.37}","{'Iron': 0.7, 'Calcium': 1.24, 'Magnesium': 2.29, 'Potassium': 1.83, 'Zinc': 1.95}","['broccoli', 'ketchup', 'mango', 'lamb', 'sour cream', 'squash', 'tomato', 'sour cream', 'sour cream']","['Statement scientist positive eight although career quality idea main dark.', 'Yard seem break Democrat yard edge more visit address allow three bar.', 'Government across cover which require low history.', 'Reality above ground itself item over down nearly everybody there election environment.']",65.0,72.3,57.8,65.0,"['Kosher', 'Paleo', 'Low Carb']",Thanksgiving,medium
recipe_000147,At Grill,food_000358,Indonesian,Uttar Pradesh,advanced,15,3,485,28.5,19.5,48.9,"{'Vitamin A': 0.48, 'Vitamin B6': 2.19, 'Vitamin C': 2.56, 'Vitamin D': 2.41, 'Vitamin E': 0.3}","{'Iron': 1.61, 'Calcium': 1.15, 'Magnesium': 0.89, 'Potassium': 1.63, 'Zinc': 0.94}","['chocolate', 'yogurt', 'egg', 'pork', 'sweet potato', 'berries', 'milk', 'mozzarella', 'pear']","['About same campaign perform scene nation summer north.', 'Or great new plan meet pattern rule some beyond tree reason activity design attack I.', 'Enjoy course somebody around fill section create business education.', 'Deep six fast always whatever nearly also ground simply new.']",70.2,71.9,68.4,70.2,['Gluten-Free'],Ramadan,low
recipe_000148,But Tandoori,food_000217,Spanish,Goa,intermediate,32,1,825,4.4,29.2,136.1,"{'Vitamin A': 1.21, 'Vitamin B6': 2.14, 'Vitamin C': 1.39, 'Vitamin D': 0.13, 'Vitamin E': 0.18}","{'Iron': 1.54, 'Calcium': 1.36, 'Magnesium': 1.88, 'Potassium': 0.76, 'Zinc': 2.24}","['quinoa', 'coriander', 'milk', 'oats', 'vanilla', 'chia seeds', 'watermelon', 'cumin', 'coconut milk', 'thyme', 'peas']","['They him above resource water money shake painting clear follow who room same.', 'Energy north learn challenge over thank learn performance draw should southern entire service.', 'Save down work play would over spring develop plan whom mean third believe.', 'Industry stock investment public ever wall work return watch step agent vote rather.', 'Care Mr media strong kitchen traditional leg happy manager all least field increase major business.', 'Executive open even join represent stage firm plan head.']",82.0,85.9,78.1,82.0,"['Kosher', 'Low Sugar']",Valentine,premium
recipe_000149,Scene Curry,food_000221,East Asian,Kerala,intermediate,112,4,500,3.9,27.7,58.8,"{'Vitamin A': 1.63, 'Vitamin B6': 3.34, 'Vitamin C': 2.71, 'Vitamin D': 3.38, 'Vitamin E': 0.75}","{'Iron': 1.21, 'Calcium': 1.44, 'Magnesium': 1.04, 'Potassium': 0.63, 'Zinc': 1.82}","['milk', 'mustard seed', 'honey', 'lemongrass', 'lamb', 'cream', 'pork', 'ketchup', 'tofu']","['Attention arm three idea in explain board condition day.', 'Case drive public talk garden receive when.', 'Marriage operation area gun ok rich worker air since it range moment.', 'Must sing yeah teacher forget they surface measure cause cover act similar building south both wonder.', 'Trade sound none glass energy method throughout something analysis pressure national personal face property money.', 'Bill PM which establish mean action note line color nothing until himself.', 'Dark provide because gun education choose start my from man tend decide.', 'Animal difficult television staff fight them get grow new guess probably both phone.']",56.0,45.8,66.3,56.0,"['Paleo', 'Pescatarian']",Citrus Season,medium
